house_id,area_sqft,bedrooms,bathrooms,location_score,age_years,distance_city_km,lot_size_sqft,has_garage,has_pool,renovation_years_ago,house_price_inr
100991,1785,3,2,6.2,26,8.2,3736,1,0,5,27303375
100992,450,1,2,3.7,28,28.2,945,1,0,0,3849363
100993,1489,4,3,7.9,63,16.5,1992,0,0,17,21044808
100994,1207,2,2,7.2,17,15.3,2655,1,0,2,20799631
100995,999,1,1,1.4,53,31.5,3105,0,0,13,2739631
100996,1467,3,3,6.1,29,33.7,2072,0,0,0,19315659
100997,2818,7,5,3.4,32,29.9,4786,1,0,1,26288730
100998,2067,4,3,8.8,15,16,7582,0,0,7,47943846
100999,1279,2,1,4.6,21,21.6,1927,1,0,1,16595480
101000,2022,5,4,4.7,18,20.1,5605,1,0,18,24679054
101001,2560,5,4,1.5,34,34.3,4769,1,0,14,12429624
101002,2251,5,3,6,12,16.2,4583,1,0,4,35359602
101003,1689,4,2,7.6,11,11.9,3245,0,0,9,31053011
101004,1229,3,2,6.6,5,18,2772,0,0,0,21634802
101005,2104,7,5,2.4,32,24.7,2214,0,0,14,16265828
101006,1906,5,5,2.6,10,28.5,4025,1,0,5,18764028
101007,2232,6,3,6.1,22,17.2,3924,1,0,22,38170893
101008,2063,4,3,7.8,8,17.4,1820,1,0,8,43320779
101009,2332,4,3,6.2,22,12.7,6232,1,0,2,34594651
101010,1302,3,3,3.9,22,11.3,958,1,0,22,17098735
101011,2506,6,4,7.4,16,10.9,8242,1,1,12,49530399
101012,1778,3,2,4.6,28,23.6,4214,1,1,22,18617104
101013,2999,7,5,6.9,15,20.1,3549,1,0,6,51834393
101014,1202,3,2,1.9,36,25.1,3369,0,0,11,7450217
101015,2778,6,3,8,41,14.3,4305,1,0,3,51350900
101016,1779,4,2,5.1,43,26.5,2806,1,0,14,20966245
101017,1227,3,4,7.4,22,17.3,1128,1,0,9,22201162
101018,1335,3,3,7.6,31,7.5,1978,0,0,7,24749136
101019,1442,3,2,4.4,22,17.7,2238,0,0,12,16113788
101020,1926,3,2,5.9,29,19.9,4797,1,0,8,27409886
101021,1990,6,4,9.5,23,16.3,5374,1,0,14,43380773
101022,1277,3,3,5.8,24,17.7,1603,0,0,20,17440963
101023,1634,3,3,5.2,51,18.4,3533,0,0,16,20700749
101024,3042,6,4,8.6,6,1,2725,1,0,0,71427309
101025,2773,7,5,6.8,25,12.4,6002,1,0,25,46469300
101026,1934,3,2,5.9,25,13,6377,1,0,10,31009977
101027,1675,3,2,2.9,15,26.5,1561,0,0,4,15139484
101028,1728,4,3,6.5,31,6.4,2404,0,0,0,27341366
101029,2049,5,2,4.3,22,20.1,4992,1,1,22,29046062
101030,985,3,4,8.9,16,2.2,2470,0,0,9,22693690
101031,1483,5,4,5.2,24,25,2129,1,0,3,20074898
101032,565,2,1,4.7,53,15.7,1630,0,0,7,4796279
101033,1909,3,2,7.3,75,9.7,2884,0,0,5,26614791
101034,2071,4,3,7.9,19,13,6221,1,0,19,38820199
101035,1336,3,3,7.5,18,9.8,3048,1,0,7,25393833
101036,2673,7,4,7.7,21,26.1,7385,1,0,7,51796418
101037,853,1,1,7.6,7,17.8,1896,1,0,0,16014846
101038,698,3,2,1.5,20,30.6,1671,0,0,5,3237013
101039,1796,4,4,4.3,6,24.3,4357,0,0,0,20052409
101040,2331,6,4,7,6,1,6263,1,0,0,42328726
101041,2745,6,3,2.8,13,34,5436,1,0,13,24276793
101042,1352,2,2,7.6,29,15.3,1974,0,0,0,21172346
101043,2351,6,4,7.8,12,11.2,4591,1,0,12,51508177
101044,1625,4,3,3,26,29.4,2599,1,0,6,14859261
101045,1538,4,4,3.8,18,27.7,2520,1,0,3,17345029
101046,2224,5,2,4.1,15,20.2,6656,1,0,0,25467281
101047,2074,4,2,7.8,37,13.9,4923,1,0,2,32734196
101048,625,1,1,4,23,29.3,1466,1,0,4,5710682
101049,2610,6,4,3.5,28,27.2,6900,1,0,1,27858197
101050,2547,6,5,7.1,18,12.2,6038,1,0,2,43706927
101051,1243,2,2,6.1,35,18.5,3878,1,1,13,18993611
101052,1907,4,3,5.8,10,25.9,1417,1,0,10,27218518
101053,1971,4,3,5.5,42,23.2,2762,1,0,15,26873428
101054,1819,3,3,7,4,7,2873,1,0,0,32641957
101055,1292,2,2,4.8,4,24.1,1518,0,0,0,16585531
101056,1213,2,1,4.6,16,23.9,2508,1,0,6,15742357
101057,1633,3,3,3.2,18,32.4,3423,0,0,4,12923028
101058,2412,5,4,8.3,18,10.3,7683,1,0,15,49893223
101059,2003,3,3,4.1,12,20.5,5092,1,0,8,25465442
101060,1409,5,3,1,54,23.8,2389,1,0,27,6908719
101061,2152,6,4,5.2,21,15.2,4942,1,1,1,31389482
101062,450,1,1,3.8,43,30.8,800,1,0,5,1500096
101063,2397,6,4,8.5,6,10.7,4999,1,0,0,42912101
101064,519,1,1,7.6,12,11.6,1066,0,0,1,8387428
101065,1414,4,3,4.5,10,29.3,2063,0,0,9,17605408
101066,922,1,1,3.5,5,31,1733,0,0,0,10730568
101067,808,3,3,9.1,25,3.3,1280,0,0,12,17252479
101068,2405,5,2,3.9,15,30.5,3464,1,0,0,25889298
101069,1346,2,1,8.3,8,1,3237,0,0,8,21016394
101070,1875,5,4,8.1,13,13.5,4913,0,0,1,38584303
101071,1620,5,4,3,31,28,3736,0,1,6,15138924
101072,1960,6,5,6.9,47,21.2,3405,1,1,2,31152626
101073,1700,3,1,6.1,16,19,2724,0,0,1,23957948
101074,816,2,1,6.2,14,14.9,1433,1,0,13,12106323
101075,2298,5,2,6.4,16,14.8,4293,1,0,15,32198243
101076,1329,4,3,7.9,13,27.5,1963,0,1,13,22382576
101077,638,1,1,7.4,14,13.3,1679,1,0,5,10108553
101078,1372,2,3,3.3,50,28.7,2577,1,0,47,9904737
101079,2625,5,4,4.4,32,9.7,6455,1,1,4,30612410
101080,2203,5,4,9,35,3,2556,0,0,3,49553303
101081,1423,3,3,8.4,12,12.9,2258,0,0,12,25893994
101082,1423,4,3,8.5,31,1,3580,1,0,31,28662237
101083,1441,4,2,1.4,19,34.1,3637,1,0,9,7710283
101084,3000,7,5,6.6,11,10.8,3835,1,1,2,47756428
101085,1898,6,3,8.7,68,2.7,4141,1,0,3,34267887
101086,1930,5,5,5.6,28,13.8,4241,1,0,7,30368733
101087,2320,4,3,8.7,49,18.1,3654,0,0,15,44279097
101088,1805,5,4,5.5,40,20.5,3997,1,0,1,23148107
101089,1482,3,2,2.9,6,20.8,1559,0,0,0,12786249
101090,1522,4,3,5.3,12,23.8,2198,0,0,1,18606971
101091,1603,5,4,2.4,31,32.8,3782,1,0,19,11037911
101092,1626,4,3,4.5,18,19.2,3281,1,0,8,17768738
101093,2123,4,3,3.3,28,30.9,4350,1,0,28,18273451
101094,1684,3,3,7.6,39,18.2,3191,0,0,14,27189184
101095,2126,6,4,1.4,6,35.9,4937,1,0,0,13154797
101096,1598,3,2,6.2,27,12.4,3757,0,0,2,26903250
101097,1701,4,4,8.7,15,1.8,4210,1,0,8,35900171
101098,450,2,2,6.8,33,4.4,934,0,0,1,6326347
101099,2246,6,4,8.6,43,5.3,3969,0,0,24,50179431
101100,1875,4,4,8.3,21,7.9,3123,1,1,3,33779585
101101,2299,5,3,8.6,19,7.5,3140,1,0,19,44898253
101102,450,1,2,9.6,28,5.9,800,1,0,4,9348693
101103,3007,7,5,3,33,36.4,4920,1,0,3,26469224
101104,1559,4,2,4.1,61,20.7,4616,0,0,4,16871847
101105,2370,5,5,8,4,10.7,3251,1,0,0,37967757
101106,974,3,3,3.7,59,13,2554,1,0,7,8821673
101107,2048,4,3,5.6,40,31.6,3767,0,0,1,27925905
101108,965,1,2,8.1,49,2.8,1810,0,0,1,16174969
101109,1245,2,2,8.9,21,4.1,2790,0,0,5,23470808
101110,2894,6,5,5.2,17,23.6,3325,1,0,4,41220643
101111,1526,3,1,8.1,6,12.2,2320,1,0,0,33956894
101112,1791,5,3,8.3,14,20,2248,1,0,8,34021274
101113,2216,4,4,6,31,21.3,3926,1,0,2,31848038
101114,1972,5,3,8.8,14,8.1,2868,1,0,0,42206468
101115,1748,3,3,3.8,23,29.9,4877,1,0,1,17726751
101116,1887,4,2,3.1,29,32.7,3114,1,0,12,15688362
101117,3212,6,5,4.7,34,16.9,1840,1,0,19,44359300
101118,1613,3,3,6.2,66,22.2,2902,1,0,15,20312614
101119,1781,4,3,6.6,23,13.9,4425,1,0,16,28344816
101120,2333,6,4,5.1,32,19.1,6948,0,0,3,36643741
101121,2369,5,4,6.7,18,15.8,4412,0,0,18,43210245
101122,2422,4,4,9.4,11,4.5,4093,1,0,1,51160560
101123,2065,5,4,5.3,15,16.5,4112,1,0,15,33823690
101124,907,2,3,6.4,20,21.7,2040,0,0,1,15302096
101125,2712,6,4,5.7,29,8.7,3587,1,1,3,45346984
101126,905,2,1,9.6,60,1,1677,0,0,7,17622593
101127,1847,4,2,3.5,22,28.5,3639,1,0,1,18300399
101128,1160,3,3,8.4,16,9.4,2352,1,0,5,22955520
101129,1608,4,3,3.9,16,29.2,3077,0,0,4,17137824
101130,1864,3,2,4.3,26,24.2,2681,1,0,10,23762796
101131,1859,4,4,2.9,26,18.3,4096,1,0,13,17348536
101132,1924,4,4,7.9,25,11.7,3797,0,0,1,31495562
101133,2699,6,3,6.7,21,18.1,5322,0,0,0,43132795
101134,1945,5,3,5.7,35,19.3,2627,1,0,15,25341494
101135,1491,3,3,8,5,8.2,3555,0,0,0,33605414
101136,2277,5,3,4.8,31,19,3259,0,0,8,25737133
101137,2423,5,3,7.1,17,10.3,7196,1,1,17,40601668
101138,852,1,2,8.8,28,1,1101,1,0,6,17090304
101139,2038,4,2,4.9,31,11.5,5008,1,0,2,29764087
101140,2106,5,3,4.6,16,23.5,1801,1,0,11,27134681
101141,1457,2,2,6.7,72,9.7,940,0,0,17,20849460
101142,2544,6,4,8.6,12,12.7,4241,1,0,7,52870670
101143,1552,2,2,7,46,10.4,1000,1,1,12,25120971
101144,1732,3,2,6.1,20,8.8,4222,1,0,7,26461547
101145,1538,3,3,4.9,38,17.9,3056,1,0,5,22182886
101146,1660,5,4,8.1,7,23.3,4715,1,0,0,29356787
101147,937,2,2,7.5,30,11.9,1780,1,0,2,12557535
101148,714,1,2,5.9,21,21.2,1532,0,0,7,9691627
101149,2686,4,3,6.9,31,15.3,4940,0,0,5,49139832
101150,1099,2,1,6.6,31,6.8,1622,0,0,19,16337186
101151,1006,3,3,2.5,36,36.2,1766,0,0,1,5514087
101152,450,1,1,6.4,45,14.3,800,0,0,1,5007337
101153,1235,3,3,7,53,6.1,2757,1,0,1,18289202
101154,790,3,2,8.6,8,6.1,1434,0,0,8,15227322
101155,2717,6,4,7.1,6,12.5,5271,1,0,0,44035409
101156,2306,6,6,6.4,17,20.3,8519,1,0,10,32523064
101157,1203,1,1,4,25,18.9,2115,0,0,2,12458873
101158,3114,6,5,5.4,17,34.5,6814,1,0,7,39555520
101159,2288,4,3,1.2,38,25.8,4502,1,0,15,11954046
101160,1439,3,2,2.4,50,31.5,3877,1,0,12,10065761
101161,450,1,1,1.9,35,17.5,964,1,0,6,1563957
101162,3139,7,4,7,9,13.3,5767,1,0,1,55770872
101163,747,2,2,6.3,46,18.3,2522,1,0,20,10252646
101164,580,1,2,7.5,15,5.8,861,0,0,7,10784914
101165,2315,5,4,2.5,5,36.5,4361,1,0,0,22314552
101166,3236,6,4,5.6,10,20.8,8251,1,0,6,44962795
101167,2550,7,4,5.1,38,17.8,3848,1,0,3,36847228
101168,2017,4,3,7.6,32,14.7,4961,0,0,4,38143202
101169,2037,4,5,5.2,22,15.8,3488,0,0,5,29602366
101170,2205,6,4,3.9,18,30.8,5737,1,0,10,25337308
101171,2143,4,3,7.9,10,17.4,5542,0,0,10,38097673
101172,1833,3,2,8.7,16,11.1,3567,0,1,3,46827965
101173,1718,3,2,5.3,8,22.8,2405,1,0,2,19460764
101174,1609,4,1,1.6,32,21.3,2840,1,0,2,8897326
101175,1160,3,3,7.2,37,22.2,2310,0,0,27,19637814
101176,1468,4,2,4.3,33,21.5,3718,1,0,2,17078579
101177,550,3,1,1.9,39,35.5,1206,1,0,4,1276108
101178,1586,2,2,3.5,25,29,3684,1,0,7,15908969
101179,1007,3,2,8,38,17.1,2225,1,1,8,16739468
101180,933,2,2,5,3,13.7,2340,1,0,0,14579699
101181,1767,3,3,6.7,21,9.4,3322,0,0,1,28265939
101182,2555,5,3,2.3,32,41.6,5363,0,0,1,19963771
101183,2247,4,2,6,15,7.9,4532,0,0,4,33236507
101184,629,3,3,5.3,20,12.5,1093,0,0,5,8831900
101185,1007,3,3,3.3,20,25.4,2625,1,0,5,10254446
101186,2262,5,2,4.4,23,22.1,5868,1,0,5,28631406
101187,1011,3,3,6.2,12,13.2,2753,0,0,12,15932082
101188,1504,2,2,5.2,21,23.1,2319,1,0,18,18112371
101189,2008,3,1,5,37,25.4,4439,0,0,16,22084616
101190,1021,1,2,3.4,9,24.7,2711,1,0,9,10741332
101191,1718,3,3,1.6,13,28.6,4985,1,0,0,10656051
101192,783,2,2,7.3,22,13,857,1,0,2,13829719
101193,1259,3,3,5.7,32,14.9,2516,0,1,13,18560109
101194,1858,4,4,5.6,9,8,3505,1,0,9,31674686
101195,615,1,1,6.7,15,16.7,1817,0,0,11,8808993
101196,1936,5,3,4.2,52,27,1306,0,0,13,19293328
101197,1637,4,2,4.6,23,20.3,2245,1,0,23,19275234
101198,2009,5,4,2.8,31,13,5745,1,0,10,16694549
101199,1796,2,2,6,39,13.6,3086,1,0,3,25895269
101200,2537,6,4,1,23,37.4,3093,1,0,1,11179823
101201,1731,3,1,3,10,17.4,5032,0,0,6,17408966
101202,1371,3,3,3.3,19,29.3,1564,0,0,12,12708718
101203,1729,4,3,4.2,32,19.7,4518,1,0,3,20516292
101204,2003,5,3,2.4,34,27.7,2131,1,0,1,14178780
101205,1682,3,3,4.5,15,17.4,1908,0,0,15,22093527
101206,1676,4,4,2,14,22.2,3553,1,0,5,11899738
101207,1194,1,1,4.8,14,29.2,1780,1,0,2,14261970
101208,1219,4,3,5.7,34,22.8,2637,0,0,2,14259627
101209,738,1,1,4.3,16,26,2274,0,0,16,7229039
101210,2787,7,5,6.3,5,21.6,5315,1,0,0,49434533
101211,841,1,1,4.7,18,23.9,2503,1,0,10,9768959
101212,1200,2,2,7.6,31,17.9,2633,1,0,8,18600235
101213,1183,2,1,6,38,13,3044,1,0,30,15777962
101214,2232,6,3,2.8,15,34.9,1313,1,0,3,18979855
101215,1458,3,2,6.4,22,23.5,3473,1,0,5,20695959
101216,2461,6,4,4.1,21,25,5635,1,0,0,28730862
101217,1212,2,3,5.7,19,16.2,2162,1,0,5,20527142
101218,1831,2,1,5.2,19,12.1,5744,1,1,5,24645193
101219,1107,2,3,5.5,6,19.9,1886,0,0,0,18387887
101220,3044,6,4,4.2,29,32.5,3150,1,0,4,33640990
101221,878,2,2,5.6,39,11.2,2168,1,0,18,11326291
101222,1851,3,2,8.1,20,16.8,2121,1,0,15,33720663
101223,2062,5,4,7.1,11,10.9,4219,1,0,2,31795350
101224,1919,4,4,6.6,27,12.9,5381,0,0,27,32372575
101225,1530,3,2,3.5,59,17.4,3518,1,0,10,10711210
101226,1566,4,3,2.8,27,22.1,2900,1,0,9,14049604
101227,1678,5,4,3.3,24,29,3002,1,0,0,16354919
101228,1554,3,4,3.6,12,28.8,4288,1,0,12,14127922
101229,2277,4,2,7.5,6,13.9,2887,0,0,0,41602500
101230,3087,5,5,6.8,20,11.6,7610,0,0,2,52442846
101231,1288,2,3,8.4,27,3.2,4271,1,0,1,25832657
101232,760,1,1,1.6,46,30.6,1768,0,0,5,1907013
101233,1593,4,3,6.2,24,14.2,2959,0,0,16,23126120
101234,3327,7,4,7.3,7,14.4,6334,1,0,0,59240469
101235,1128,3,2,7.5,12,10.6,1931,0,1,1,23063510
101236,2715,6,3,8.4,25,8,4369,1,0,16,53503264
101237,2741,6,4,4.7,25,21.9,5676,1,0,6,34645762
101238,1290,4,4,1,33,34.1,3106,0,0,0,5979644
101239,2020,5,3,3.3,13,32.4,5992,1,0,3,23816930
101240,2708,6,4,5.2,47,17.4,2237,1,0,15,34418997
101241,1404,3,1,3.6,28,27.5,800,1,0,13,11272355
101242,1518,3,3,1.8,13,40.4,4521,0,0,2,8353884
101243,1272,2,2,8.6,19,12.6,2588,0,0,0,26124478
101244,990,2,2,7,10,21,2045,1,0,3,18403126
101245,1228,3,2,5.4,33,15.1,2825,1,0,16,14896025
101246,854,2,2,4.5,41,17.2,1612,1,0,28,8464550
101247,1672,3,3,6.1,55,15.7,5325,1,0,9,23362189
101248,1150,4,3,6.3,21,15.8,2639,0,0,1,16576091
101249,1802,4,3,7.9,25,17.7,3120,0,1,7,37739016
101250,639,1,1,5.1,24,15.3,1141,0,0,24,7651857
101251,1865,4,4,4.5,40,21,3569,1,0,28,22236963
101252,2192,5,4,8.6,14,15.6,3362,1,0,14,42333347
101253,450,2,2,6.7,19,16.2,1356,1,0,12,7438620
101254,1893,3,3,6.3,26,16,3927,0,0,6,29581540
101255,2448,6,4,6.3,39,17.5,3177,1,0,22,36177970
101256,864,3,3,6.4,44,9,1938,1,0,23,13168643
101257,2737,6,5,5,36,13.1,7837,1,0,2,38285631
101258,1922,4,2,5.2,20,9.9,5067,0,0,15,23396214
101259,1192,2,3,5.2,30,20.6,1841,1,0,25,14095760
101260,1614,3,2,2.3,22,33.6,2154,1,0,22,10029050
101261,2013,4,3,8.3,16,14.7,5750,0,0,12,42097834
101262,1699,4,3,1.9,24,36.2,1742,1,0,8,10503439
101263,2000,5,3,7.8,80,20.3,4445,1,0,15,35097644
101264,1052,2,2,5.8,14,18.5,1745,0,0,7,17591395
101265,1760,2,1,7.2,15,13,4907,1,0,4,33067661
101266,731,2,3,1.6,21,39.1,999,1,0,3,3216712
101267,1578,4,3,7.6,38,8,2402,1,0,8,25640723
101268,1062,3,2,4.8,7,13.5,2517,0,0,0,13967457
101269,1172,2,1,6.1,34,14.7,2903,0,0,7,14805090
101270,2453,6,4,3.2,16,22.7,6907,1,0,3,22597410
101271,2359,6,4,4,33,23.3,5387,1,0,9,23914820
101272,2046,5,4,6.1,26,11.6,4521,1,0,11,32567369
101273,940,2,1,7.6,18,14.4,2472,1,1,16,16701943
101274,1444,3,1,3.9,9,19.9,1701,0,0,9,14962293
101275,2439,5,4,4,39,30.4,3591,0,0,14,25321978
101276,1742,5,5,9.1,21,1,2139,1,0,2,41340553
101277,3158,7,4,4.3,18,21.3,1227,1,0,1,31497625
101278,1906,4,4,5.7,14,15.9,4775,0,0,2,24643310
101279,1775,4,3,5.8,28,19,5073,1,1,19,25094201
101280,1449,4,3,8.4,38,15.4,3381,1,0,8,25342060
101281,1737,5,3,8.7,22,10.5,3870,1,0,6,38082452
101282,1551,4,2,9,14,7.2,3181,1,1,14,32248475
101283,2110,5,4,6.9,43,18.4,4290,1,0,1,38802439
101284,2272,5,3,5.6,11,23.3,6855,1,0,0,30843433
101285,1139,1,1,7.6,20,13.8,3337,1,0,4,20540201
101286,785,2,2,7.2,40,15.7,1294,1,1,3,11651852
101287,456,1,1,4.9,19,24.2,1215,1,0,4,5023806
101288,1980,5,3,8.3,9,1,5421,1,0,9,43340471
101289,933,2,2,6.4,25,13.7,2230,1,0,8,15252193
101290,450,1,1,2.2,44,30.7,1005,1,0,9,800000
101291,1903,4,3,4.2,16,20.7,4209,1,0,11,24660943
101292,3270,7,5,6.4,17,14.1,3632,0,0,5,53724355
101293,1646,3,4,7.9,38,13.5,1741,1,0,38,27112823
101294,2195,7,5,6.8,3,17,5422,1,0,0,36868153
101295,1703,4,3,8.6,45,12,2282,1,1,15,35791885
101296,1586,3,2,4,15,18.2,1850,0,0,2,19416573
101297,2247,5,4,5.9,7,8.8,1696,1,0,0,32037834
101298,1461,3,3,7.8,20,16.4,2505,1,0,1,28319937
101299,1824,2,3,6.3,31,11.6,4058,0,0,10,24466360
101300,1859,5,3,4.6,18,16.3,4225,1,0,6,22593324
101301,1216,3,2,3,10,20.6,3053,0,0,0,12243992
101302,2295,6,5,2.4,38,34.7,4051,0,0,23,15048169
101303,1536,4,3,5.2,20,20.7,3171,0,0,20,23546127
101304,1159,1,1,7.1,6,15.8,2906,0,0,0,20740725
101305,1999,4,3,5.4,7,22.9,4554,1,0,0,26071623
101306,1066,3,2,9.5,28,6.2,1758,0,0,4,25241011
101307,1668,3,3,2.2,9,34.5,3636,1,0,9,10188577
101308,1644,2,2,5.8,56,10.4,1331,1,0,1,21597353
101309,2356,5,3,3.3,23,18.6,4712,1,0,9,24790697
101310,1959,4,2,2.4,13,21,3191,1,0,7,18095567
101311,1634,4,2,9.5,13,9,4757,1,1,2,37530247
101312,2182,5,4,8.5,23,12.5,3085,1,0,22,42655335
101313,2554,6,3,5.7,49,15.1,5287,1,0,1,33251467
101314,2013,5,3,7.6,15,10.8,3508,1,0,9,37972623
101315,1657,5,4,3.6,19,31.8,2759,1,0,4,17933543
101316,797,1,1,3.3,27,20.9,1774,0,0,5,7391354
101317,958,3,3,1.4,19,32.6,1676,1,0,2,5152982
101318,1452,4,2,7.1,8,9.6,4517,0,0,8,27175654
101319,1254,2,2,8.1,23,17.3,1022,0,0,23,24058010
101320,1528,2,1,4.3,15,25.9,3635,0,0,15,16541200
101321,1687,3,2,2.2,18,20,3288,0,0,11,13428006
101322,1994,4,3,7.5,53,10.9,3928,1,0,14,31603687
101323,1604,4,3,7.2,19,1,3499,1,0,18,29363388
101324,1966,4,3,7,4,19.4,5109,0,0,0,33623579
101325,1692,3,2,3.9,18,35.6,3653,1,0,8,17301315
101326,450,1,1,5.3,21,6,1170,0,0,21,5414292
101327,1039,3,2,9.1,31,1,2107,1,0,12,21067834
101328,1556,3,1,4.4,25,22.8,2147,0,0,1,16481999
101329,864,2,1,8.8,25,8.5,1682,0,0,15,17214771
101330,2040,4,3,5.9,26,14.8,5491,1,0,0,28081491
101331,2645,7,4,6.5,34,5.1,4638,1,0,19,41922432
101332,2442,5,4,6.8,8,16.5,3297,0,0,8,38764913
101333,1511,4,4,9,64,13.3,3584,0,0,18,26552512
101334,2619,6,3,6.2,17,33.5,5767,1,0,0,36436972
101335,1747,4,4,3,11,33.8,2686,1,0,11,15197448
101336,1431,5,3,1.2,28,23.6,2662,0,0,10,7958647
101337,1251,2,2,7.6,19,12.1,2366,1,1,16,20960605
101338,1453,3,2,3.9,36,26.9,2912,1,0,8,15013766
101339,1398,2,2,7.5,15,8.4,3338,1,1,4,27710131
101340,1761,5,4,2.9,39,31,3094,0,0,4,13436344
101341,1754,5,3,3.4,11,29,4243,1,0,1,16955403
101342,1652,5,3,6.9,56,21.7,2775,0,1,8,23958998
101343,1934,5,3,7.8,21,16.4,5802,1,0,2,35594526
101344,2424,5,4,4.6,48,22.9,7303,1,0,8,25712291
101345,2267,5,4,8,10,7.2,3369,0,0,10,39963211
101346,685,1,2,3.1,33,17.9,866,0,0,6,5201558
101347,450,3,2,2.2,32,29.7,1164,1,0,2,2171376
101348,2257,5,3,6.7,20,12.5,4863,1,0,6,39099356
101349,762,1,1,5.1,4,17.9,1776,1,0,0,10574499
101350,1504,4,4,4.9,33,27,2417,0,0,6,19049109
101351,889,1,1,6.1,18,24.9,1707,1,0,4,12910406
101352,479,1,1,4.3,43,14.7,859,0,0,10,3347280
101353,2002,4,2,3.7,37,22.6,4369,1,0,10,21548421
101354,2143,5,4,7.9,43,8.7,2684,0,1,1,40465194
101355,1275,3,2,7,30,15.9,2474,0,0,3,18147526
101356,450,1,2,6.5,23,1.9,800,0,0,7,5929159
101357,1295,3,3,9.1,49,1,2189,1,0,5,25603131
101358,1905,5,3,4.2,77,21.7,3699,1,0,4,20412203
101359,689,2,2,7.6,22,16.9,1588,1,0,6,11408409
101360,1769,5,3,7.9,43,11.8,4165,1,0,3,33842575
101361,1640,3,1,6.2,14,20.4,4029,1,0,4,26283634
101362,2027,4,2,8.6,11,10.4,2251,0,0,11,41445882
101363,1728,3,3,4.2,14,30.1,4767,0,0,7,16526361
101364,1018,3,3,5.6,14,27.1,1642,0,0,14,12326112
101365,2428,5,4,7.9,34,6.7,4023,1,0,30,50951483
101366,1547,4,3,3.3,16,30.4,3343,1,0,16,14885324
101367,1632,4,4,5.8,11,20.6,2934,1,0,3,19088666
101368,1043,3,2,4.6,11,36.2,2312,0,1,6,12561677
101369,1362,3,3,7.2,29,8.6,3171,0,0,8,26459544
101370,1075,2,1,3,33,25.3,1658,0,0,19,7986551
101371,1538,3,1,8.5,31,3.3,2906,0,1,8,30866369
101372,2763,6,4,8.7,33,3.1,5271,0,0,3,49246851
101373,758,1,1,2.7,18,29.2,1952,1,0,8,5243788
101374,601,1,1,4.5,62,22.7,1034,1,0,0,3191562
101375,2606,5,3,3.8,18,26.8,4417,0,0,18,24370827
101376,1514,2,3,7.1,16,16.8,2100,0,0,8,22280471
101377,1215,2,2,7.9,33,9.9,1767,0,0,11,24542586
101378,2326,5,4,5.3,18,17.6,2767,1,0,2,34802641
101379,1256,2,2,9.5,15,1,1982,1,0,8,32901210
101380,2837,6,4,5.8,19,13.4,8387,1,0,8,38477899
101381,2091,6,4,6.1,25,16.4,5049,1,0,10,32660321
101382,1333,4,4,5.3,39,20.3,3688,0,0,19,15663245
101383,3052,7,4,8.9,7,12.6,4364,1,1,0,60458528
101384,1256,3,3,4.8,39,24.3,1044,0,0,8,14159791
101385,2132,6,3,7.8,8,20.9,4669,1,1,8,41388632
101386,1845,4,3,6,9,11.2,5742,1,0,4,29896943
101387,2496,5,4,3.9,25,21.9,4265,1,0,7,24611694
101388,2665,4,4,5.5,7,13.2,5493,1,0,0,40181658
101389,1671,5,3,3.7,15,31.6,1768,1,0,6,17839030
101390,1160,4,3,7.4,37,9.8,2340,1,0,4,19480874
101391,1949,4,4,8.2,33,17.3,3752,1,0,1,36533793
101392,1209,2,2,8.1,39,19.4,900,0,0,10,17757913
101393,2959,6,4,8.3,15,12.6,4076,1,0,2,48225180
101394,1739,4,2,4.1,18,24.5,2313,1,0,1,21979090
101395,1413,4,3,5.9,9,17.5,1487,1,0,2,21780362
101396,1770,3,3,3,19,24.1,2770,0,0,12,15957472
101397,774,2,2,9.1,9,5.1,1784,0,0,1,18874222
101398,1018,2,2,4.4,78,20.9,1649,0,0,37,6587988
101399,2430,5,4,8.2,28,21.3,6534,0,0,14,44943263
101400,1223,3,2,1.8,24,23.3,2180,1,0,5,8405064
101401,970,2,2,5.2,14,20.6,2130,1,0,9,11576555
101402,1999,4,3,2,13,33.3,4595,0,0,0,13758594
101403,2421,5,5,8.6,17,7.5,7070,0,0,17,44301918
101404,2117,5,3,4.8,26,23.1,3324,1,0,3,28652683
101405,2297,5,4,7.1,11,4.7,5204,1,0,1,41721304
101406,1158,3,1,6.2,9,24.4,1658,1,0,9,19469078
101407,726,1,1,2.5,3,34.3,2202,1,0,0,6007568
101408,2626,6,5,4.3,28,21.5,3614,1,0,8,30634351
101409,1440,4,2,5.8,20,12.3,3211,1,0,19,21840464
101410,1487,3,2,1.3,16,35.9,4365,0,0,15,8295151
101411,2513,6,4,6.5,11,8.6,3222,1,0,4,43678273
101412,2012,6,4,1.5,17,24.5,4742,1,0,17,14920879
101413,1946,5,4,7.3,44,12.8,2733,0,0,5,29542504
101414,3057,7,6,6.5,13,24.6,10385,1,0,7,43083348
101415,1232,2,2,8.2,30,14.2,1066,1,0,9,20669196
101416,2253,3,3,1.3,33,27.2,2455,0,0,1,12166629
101417,1687,4,3,9.1,10,1,2239,0,0,9,38545876
101418,1825,4,3,1,11,32.2,2457,1,0,9,9514295
101419,2644,6,3,6.9,21,15.8,6114,1,0,21,42863775
101420,1980,4,4,1.6,61,29.8,6098,1,0,4,9972560
